loan_id,application_date,age,annual_income,employment_years,loan_amount,tenure_months,interest_rate_pct,credit_score,dti_pct,prior_delinquencies,collateral_value,ltv_pct,dependents,purpose,employment_type,region,existing_loans,monthly_obligations,days_past_due,default_flag,npa_flag,risk_score,risk_band,pd_estimate
LN101391,2024-08-19,32,64900,12.8,450000,60,11.67,610,36.3,0,697000,64.6,2,Home,Government,South,1,9935.12,10,0,0,28.09,Moderate,0.0479
LN100957,2024-08-20,42,86800,7.1,248000,60,10.49,626,31.0,0,391000,63.4,1,Education,Salaried,Central,0,5329.26,0,0,0,24.4,Low,0.0308
LN104764,2024-08-20,29,69800,7.3,231000,36,9.13,782,50.2,0,347000,66.6,3,Personal,Contract,North,3,7359.72,0,0,0,25.3,Moderate,0.0365
LN100218,2024-08-20,34,50800,5.9,253000,36,10.75,698,21.2,1,446000,56.7,2,Business,Salaried,North,1,8252.97,0,0,0,21.62,Low,0.0157
LN103822,2024-08-20,38,73800,5.6,845000,84,11.02,784,21.0,1,1213000,69.7,1,Personal,Salaried,South,1,14477.35,5,0,0,18.33,Low,0.0086
LN100427,2024-08-20,44,64400,16.6,364000,36,12.27,731,61.4,2,535000,68.0,3,Business,Salaried,South,2,12137.0,0,0,0,32.71,Moderate,0.0669
LN103461,2024-08-21,55,23000,18.0,917000,48,16.23,611,44.9,0,935000,98.1,3,Home,Contract,Central,0,26096.18,30,1,0,31.44,Moderate,0.1189
LN101875,2024-08-21,51,42200,3.9,204000,60,15.36,817,41.4,1,186000,109.7,2,Auto,Government,South,0,4891.78,0,0,0,23.0,Low,0.0196
LN104524,2024-08-21,49,41700,13.4,145000,60,13.97,708,21.2,0,108000,134.3,1,Business,Salaried,West,0,3371.64,0,0,0,25.19,Moderate,0.0345
LN102945,2024-08-21,28,41400,12.1,548000,72,9.7,629,20.3,0,891000,61.5,3,Home,Salaried,North,0,10069.45,15,0,0,21.91,Low,0.0186
LN102631,2024-08-21,42,43200,8.1,429000,84,15.19,827,72.9,0,599000,71.6,2,Personal,Salaried,South,3,8324.11,0,0,0,27.96,Moderate,0.0391
LN101217,2024-08-22,41,36600,3.1,139000,84,10.8,794,37.0,1,106000,131.1,2,Business,Government,North,1,2365.43,5,0,0,27.14,Moderate,0.0406
LN101677,2024-08-22,52,42300,16.5,146000,24,11.61,741,50.8,1,115000,127.0,0,Auto,Contract,North,2,6846.17,0,0,0,33.96,Moderate,0.1199
LN101108,2024-08-22,32,84000,10.4,554000,36,8.44,661,57.8,0,671000,82.6,1,Personal,Salaried,Central,0,17473.02,5,0,0,29.83,Moderate,0.0797
LN101707,2024-08-22,55,66000,18.3,398000,36,12.26,570,26.8,1,610000,65.2,4,Education,Government,Central,1,13268.77,0,0,0,30.37,Moderate,0.0577
LN103553,2024-08-22,61,65200,12.0,1114000,72,11.73,699,50.9,1,1193000,93.4,2,Personal,Government,West,2,21622.82,90,1,1,32.85,Moderate,0.0881
LN104370,2024-08-22,22,31600,9.8,1198000,36,9.46,683,22.8,0,936000,128.0,1,Home,Salaried,North,0,38353.08,0,0,0,26.2,Moderate,0.0397
LN104700,2024-08-23,29,57800,11.0,354000,72,12.04,675,27.1,0,369000,95.9,1,Education,Self-employed,South,0,6928.13,0,0,0,24.27,Low,0.0345
LN103606,2024-08-23,31,32900,10.1,719000,48,10.98,743,30.8,3,1109000,64.8,3,Personal,Self-employed,South,2,18575.95,10,0,0,27.64,Moderate,0.034
LN104288,2024-08-23,52,65600,9.8,549000,60,11.05,712,32.5,1,785000,69.9,3,Home,Salaried,South,0,11950.28,0,0,0,22.8,Low,0.0183
LN102088,2024-08-23,34,66700,14.7,668000,84,12.77,643,30.8,2,1113000,60.0,2,Education,Salaried,Central,2,12068.86,75,1,0,30.45,Moderate,0.0455
LN102367,2024-08-23,23,51900,4.8,496000,36,11.95,646,17.5,1,384000,129.2,1,Home,Salaried,North,0,16462.46,5,0,0,29.22,Moderate,0.0627
LN103203,2024-08-23,50,44200,2.3,365000,60,12.52,675,21.5,0,615000,59.3,4,Personal,Government,South,1,8215.46,0,0,0,21.16,Low,0.0184
LN101713,2024-08-24,46,74500,12.7,749000,60,8.85,643,30.1,0,976000,76.7,3,Personal,Contract,South,1,15493.54,0,0,0,26.32,Moderate,0.0549
LN102456,2024-08-25,33,42000,7.4,696000,60,9.37,679,38.7,1,598000,116.4,2,Home,Salaried,South,2,14573.12,0,0,0,33.77,Moderate,0.0996
LN104603,2024-08-25,50,54200,7.3,393000,36,7.74,626,43.6,0,673000,58.4,4,Education,Self-employed,Central,2,12268.11,0,0,0,29.75,Moderate,0.0743
LN102519,2024-08-25,30,89700,11.8,740000,72,9.47,667,25.9,1,1195000,61.9,1,Auto,Salaried,North,1,13512.17,0,0,0,24.72,Low,0.0228
LN102084,2024-08-25,33,56000,5.6,905000,60,9.56,723,34.5,0,1122000,80.7,0,Personal,Government,West,3,19033.23,0,0,0,26.69,Moderate,0.0354
LN102254,2024-08-25,27,91800,9.2,168000,36,11.87,683,30.3,0,180000,93.3,0,Business,Salaried,West,1,5569.58,0,0,0,25.9,Moderate,0.037
LN103053,2024-08-25,31,51400,2.1,674000,48,15.14,676,59.2,1,749000,90.0,3,Auto,Contract,South,0,18805.79,0,0,0,32.05,Moderate,0.1348
LN104916,2024-08-25,48,122300,12.7,1970000,36,7.97,630,33.7,0,3350000,58.8,2,Personal,Salaried,Central,4,61705.38,10,0,0,30.93,Moderate,0.0617
LN102160,2024-08-26,28,74100,16.4,356000,48,12.27,630,10.2,0,307000,116.0,0,Personal,Self-employed,South,1,9422.11,10,0,0,26.95,Moderate,0.0526
LN100990,2024-08-26,40,84100,16.4,241000,36,9.05,638,22.7,0,166000,145.2,1,Auto,Salaried,North,1,7669.35,5,0,0,31.95,Moderate,0.0872
LN104267,2024-08-26,21,25800,7.7,174000,60,13.32,634,51.8,0,135000,128.9,0,Business,Salaried,North,0,3987.6,0,0,0,34.69,Moderate,0.1777
LN103754,2024-08-26,32,47400,9.7,943000,84,9.57,618,30.0,0,949000,99.4,1,Personal,Self-employed,West,1,15446.2,0,0,0,29.89,Moderate,0.0931
LN100396,2024-08-26,23,72900,8.2,557000,60,10.59,670,35.7,2,746000,74.7,3,Business,Government,South,0,11996.95,0,0,0,28.14,Moderate,0.0457
LN103560,2024-08-26,40,53600,7.1,484000,24,12.47,747,24.8,0,800000,60.5,3,Personal,Contract,North,2,22889.94,0,0,0,19.8,Low,0.0163
LN102321,2024-08-27,45,61400,17.3,194000,60,13.23,598,37.1,1,343000,56.6,0,Home,Salaried,West,0,4436.97,0,0,0,28.42,Moderate,0.046
LN100277,2024-08-27,33,35500,12.4,581000,24,13.72,754,5.0,0,712000,81.6,1,Home,Contract,North,1,27818.69,0,0,0,15.91,Low,0.0077
LN104771,2024-08-27,29,74500,3.1,448000,60,15.11,713,34.3,0,689000,65.0,0,Education,Salaried,North,2,10683.77,0,0,0,23.95,Low,0.0228
LN101589,2024-08-27,39,74000,8.8,489000,36,8.27,690,39.7,0,389000,125.7,1,Home,Salaried,West,0,15384.46,0,0,0,28.98,Moderate,0.0636
LN100436,2024-08-27,53,63200,6.8,254000,72,11.73,719,56.6,0,264000,96.2,1,Business,Salaried,North,0,4930.16,0,0,0,27.88,Moderate,0.0579
LN104421,2024-08-27,28,74400,7.3,943000,36,11.84,677,13.3,1,1510000,62.5,6,Personal,Contract,North,0,31249.08,0,0,0,20.07,Low,0.0193
LN102012,2024-08-27,31,98800,6.9,426000,24,6.5,684,28.0,0,287000,148.4,2,Personal,Government,North,1,18976.7,0,0,0,30.89,Moderate,0.0909
LN103504,2024-08-27,33,33600,5.1,220000,48,14.36,726,20.0,1,170000,129.4,1,Home,Salaried,South,1,6051.63,0,0,0,27.17,Moderate,0.0378
LN103326,2024-08-27,38,60200,15.9,278000,60,14.8,766,15.3,2,388000,71.6,1,Home,Government,East,0,6584.45,30,0,0,18.67,Low,0.0068
LN102443,2024-08-27,44,94900,15.9,350000,72,11.25,565,46.6,1,457000,76.6,2,Auto,Salaried,West,0,6706.83,5,0,0,34.07,Moderate,0.1204
LN103274,2024-08-27,30,37900,18.4,815000,24,7.57,737,16.0,0,1458000,55.9,1,Home,Salaried,Central,1,36700.61,0,0,0,16.44,Low,0.0054
LN104204,2024-08-27,39,38000,22.3,281000,60,12.95,683,62.4,1,371000,75.7,1,Home,Salaried,South,3,6386.42,0,0,0,35.89,Moderate,0.1008
LN101561,2024-08-27,31,124000,15.9,623000,36,13.39,537,45.0,0,558000,111.6,1,Home,Contract,South,2,21108.55,75,1,0,40.06,Moderate,0.3487
LN104992,2024-08-28,37,89300,2.7,699000,60,7.57,646,41.7,1,1174000,59.5,2,Education,Salaried,South,2,14029.79,0,0,0,30.42,Moderate,0.0618
LN103298,2024-08-28,28,59400,6.4,667000,48,13.0,729,40.8,1,667000,100.0,2,Personal,Salaried,South,0,17893.94,0,0,0,26.57,Moderate,0.0412
LN102917,2024-08-28,44,52200,10.8,141000,72,14.11,684,57.7,1,225000,62.7,2,Auto,Salaried,Central,5,2913.72,0,0,0,36.93,Moderate,0.1127
LN100615,2024-08-28,39,19100,6.3,565000,84,11.82,763,13.9,0,501000,112.8,1,Auto,Self-employed,Central,1,9919.49,0,0,0,20.33,Low,0.016
LN102145,2024-08-28,51,81700,8.1,614000,72,14.27,787,16.7,0,515000,119.2,3,Business,Contract,East,0,12740.86,10,0,0,18.6,Low,0.016
LN103598,2024-08-28,41,38900,7.0,369000,12,11.27,798,66.4,0,243000,151.9,0,Education,Salaried,South,3,32659.32,15,0,0,36.03,Moderate,0.1422
LN104736,2024-08-28,31,79500,2.7,214000,36,11.39,672,31.1,1,211000,101.4,1,Home,Self-employed,East,0,7045.68,0,0,0,27.78,Moderate,0.0608
LN103301,2024-08-29,30,51600,9.4,403000,36,14.83,664,51.7,1,590000,68.3,4,Home,Self-employed,East,0,13936.6,0,0,0,29.02,Moderate,0.0671
LN104534,2024-08-29,45,96400,23.4,373000,48,8.07,727,30.5,0,476000,78.4,2,Auto,Contract,West,1,9118.28,0,0,0,22.12,Low,0.0194
LN104684,2024-08-29,29,44700,15.4,261000,36,8.18,748,36.3,0,186000,140.3,1,Auto,Government,North,1,8200.48,5,0,0,28.36,Moderate,0.0454
LN103460,2024-08-29,53,45300,6.2,269000,84,10.12,707,55.3,1,335000,80.3,2,Auto,Contract,West,0,4482.42,0,0,0,28.66,Moderate,0.073
LN104789,2024-08-29,36,48700,9.1,1316000,72,15.86,624,23.9,2,2278000,57.8,2,Education,Salaried,North,0,28445.12,0,0,0,26.52,Moderate,0.032
LN100918,2024-08-29,34,88600,18.2,379000,24,9.35,689,40.4,0,361000,105.0,2,Education,Self-employed,South,1,17375.44,0,0,0,28.77,Moderate,0.059
LN101051,2024-08-30,42,106100,11.0,405000,84,11.36,730,35.8,2,382000,106.0,4,Business,Salaried,East,1,7011.48,0,0,0,29.78,Moderate,0.0505
LN104071,2024-08-31,32,50600,10.1,330000,72,12.26,682,36.5,0,424000,77.8,0,Business,Contract,North,0,6496.27,5,0,0,23.97,Low,0.0409
LN100083,2024-08-31,33,38900,4.5,798000,60,14.34,611,39.5,0,1331000,60.0,3,Education,Salaried,Central,0,18709.03,0,0,0,26.55,Moderate,0.0463
LN102224,2024-08-31,32,64600,5.5,1570000,48,12.14,772,35.5,0,1111000,141.3,1,Personal,Contract,North,2,41452.12,0,0,0,28.69,Moderate,0.0761
LN103154,2024-08-31,29,101400,2.9,344000,36,14.05,615,31.5,0,446000,77.1,1,Business,Salaried,East,3,11765.46,0,0,0,31.45,Moderate,0.0852
LN103961,2024-08-31,55,60800,14.0,283000,60,15.96,581,34.5,0,409000,69.2,1,Home,Self-employed,South,0,6876.0,15,0,0,28.06,Moderate,0.0656
LN104769,2024-08-31,45,27700,3.8,656000,60,12.4,640,20.6,1,626000,104.8,3,Education,Salaried,South,3,14725.3,0,0,0,32.72,Moderate,0.0817
LN104340,2024-08-31,46,41500,12.1,131000,60,13.09,656,30.5,1,203000,64.5,2,Auto,Self-employed,West,1,2986.69,0,0,0,26.49,Moderate,0.0383
LN103663,2024-08-31,41,144500,5.9,557000,24,7.0,674,55.7,0,771000,72.2,0,Home,Salaried,North,1,24938.33,90,1,1,29.34,Moderate,0.0624
LN100019,2024-08-31,25,78700,5.6,860000,84,14.99,575,38.4,1,863000,99.7,0,Auto,Contract,North,2,16590.38,75,1,0,37.54,Moderate,0.2506
LN104583,2024-09-01,45,74000,24.8,227000,48,11.41,737,6.9,1,300000,75.7,0,Home,Salaried,West,1,5912.23,0,0,0,18.6,Low,0.0063
LN102522,2024-09-01,41,70700,6.6,374000,48,14.82,743,39.5,0,470000,79.6,1,Auto,Self-employed,North,1,10374.61,0,0,0,23.19,Low,0.026
LN103426,2024-09-01,40,96800,9.0,168000,72,10.8,759,19.0,1,145000,115.9,2,Auto,Salaried,North,3,3180.54,0,0,0,27.21,Moderate,0.0281
LN102702,2024-09-02,56,47400,3.3,531000,36,12.96,774,43.4,2,476000,111.6,2,Business,Self-employed,East,1,17881.26,10,0,0,29.53,Moderate,0.0647
LN102405,2024-09-02,50,144600,18.8,166000,84,8.07,629,38.9,0,237000,70.0,5,Home,Self-employed,North,1,4687.45,0,0,0,28.15,Moderate,0.0541
LN104194,2024-09-03,21,40100,10.1,421000,84,13.21,629,48.1,0,646000,65.2,2,Home,Salaried,South,1,7706.96,0,0,0,29.51,Moderate,0.0621
LN102571,2024-09-03,25,65900,5.1,190000,48,8.55,728,25.0,1,314000,60.5,2,Personal,Salaried,North,0,4687.66,5,0,0,19.51,Low,0.0123
LN104927,2024-09-03,40,58100,9.8,551000,60,10.78,698,57.6,0,486000,113.4,0,Auto,Salaried,East,2,11919.71,0,0,0,34.24,Moderate,0.1171
LN100899,2024-09-03,31,109800,4.9,160000,72,14.47,690,25.5,1,180000,88.9,3,Home,Self-employed,East,1,3337.32,0,0,0,26.13,Moderate,0.0395
LN103625,2024-09-03,29,71900,3.7,333000,36,13.46,704,43.7,0,555000,60.0,1,Education,Government,South,0,11294.01,0,0,0,22.47,Low,0.022
LN100305,2024-09-03,39,109300,9.4,294000,84,10.68,850,55.6,0,464000,63.4,3,Business,Salaried,Central,1,5064.23,0,0,0,19.13,Low,0.0101
LN103978,2024-09-04,43,87800,10.8,449000,72,16.77,738,22.7,1,374000,120.1,1,Home,Government,South,1,9930.98,15,0,0,26.15,Moderate,0.0289
LN104646,2024-09-04,25,82700,8.3,561000,60,10.63,721,39.6,0,815000,68.8,1,Personal,Salaried,Central,1,12094.24,0,0,0,23.3,Low,0.0237
LN100592,2024-09-04,42,45300,10.2,1356000,84,9.7,695,24.4,1,2207000,61.4,0,Personal,Government,South,1,22301.57,5,0,0,22.89,Low,0.0188
LN101263,2024-09-05,30,75400,7.3,590000,72,11.15,724,62.2,1,385000,153.2,0,Auto,Salaried,North,0,11275.49,30,1,0,36.11,Moderate,0.1787
LN103235,2024-09-05,40,94900,5.7,488000,72,12.3,677,46.3,0,427000,114.3,2,Personal,Self-employed,South,1,9616.8,0,0,0,31.52,Moderate,0.1226
LN101019,2024-09-05,42,103200,10.5,264000,48,10.33,656,23.0,0,275000,96.0,3,Home,Salaried,West,0,6737.64,0,0,0,24.47,Low,0.0295
LN103805,2024-09-06,43,24700,7.8,471000,48,6.5,645,39.8,0,562000,83.8,3,Home,Self-employed,West,3,11169.74,0,0,0,32.19,Moderate,0.0984
LN100222,2024-09-06,44,58300,6.1,485000,12,11.57,635,55.5,0,501000,96.8,1,Home,Contract,East,1,42994.16,0,0,0,33.83,Moderate,0.177
LN103686,2024-09-07,60,37900,8.4,392000,48,8.67,718,31.8,0,390000,100.5,2,Business,Salaried,East,0,9693.63,15,0,0,23.4,Low,0.0268
LN102584,2024-09-07,48,89300,19.1,373000,84,16.11,672,50.0,0,451000,82.7,0,Personal,Government,Central,2,7431.94,10,0,0,31.03,Moderate,0.0693
LN104218,2024-09-07,41,42200,2.5,419000,60,9.48,754,22.6,0,555000,75.5,1,Personal,Self-employed,East,3,8795.69,0,0,0,22.15,Low,0.0207
LN100647,2024-09-07,38,138000,13.5,905000,48,11.73,688,71.9,1,1489000,60.8,0,Home,Contract,Central,1,23712.32,0,0,0,32.7,Moderate,0.1139
LN102514,2024-09-07,37,36900,10.4,230000,84,9.33,749,39.7,0,278000,82.7,0,Home,Self-employed,South,1,3739.12,240,1,1,23.22,Low,0.0247
LN104018,2024-09-07,33,59200,11.7,323000,36,9.84,731,58.1,0,406000,79.6,0,Personal,Salaried,North,1,10398.05,0,0,0,27.55,Moderate,0.0461
LN102642,2024-09-07,30,52600,6.2,624000,24,15.39,630,49.7,0,1089000,57.3,1,Auto,Salaried,Central,1,30371.42,0,0,0,28.98,Moderate,0.06
LN103582,2024-09-07,55,29900,15.3,450000,36,10.27,715,33.5,0,478000,94.1,0,Personal,Self-employed,West,0,14577.34,0,0,0,23.26,Low,0.0298
LN102079,2024-09-07,34,60300,4.3,203000,48,13.36,658,7.4,0,217000,93.5,1,Auto,Salaried,East,0,5482.32,0,0,0,20.99,Low,0.0178
LN101413,2024-09-08,57,76200,2.5,1417000,48,6.95,584,50.8,0,2033000,69.7,0,Personal,Salaried,North,0,33898.97,5,0,0,31.21,Moderate,0.1156
LN104050,2024-09-08,31,79600,5.8,207000,36,9.87,639,38.2,0,240000,86.2,2,Home,Salaried,Central,2,6666.68,5,0,0,30.76,Moderate,0.0732
LN102513,2024-09-08,36,52000,5.0,322000,48,14.98,842,29.8,0,296000,108.8,2,Home,Salaried,Central,1,8958.24,0,0,0,18.93,Low,0.0097
LN101835,2024-09-08,41,37000,14.0,281000,36,14.94,737,30.2,0,417000,67.4,0,Business,Salaried,North,0,9732.7,0,0,0,18.76,Low,0.0108
LN103651,2024-09-08,43,85100,2.9,319000,60,8.64,629,46.9,2,534000,59.7,2,Personal,Salaried,South,1,6566.32,0,0,0,32.72,Moderate,0.0973
LN104541,2024-09-09,56,49400,11.8,1212000,72,12.27,841,61.6,0,965000,125.6,1,Home,Salaried,North,1,23865.35,0,0,0,27.02,Moderate,0.0356
LN100825,2024-09-09,51,29100,4.6,296000,84,11.79,595,23.4,0,453000,65.3,1,Home,Salaried,North,3,5192.03,0,0,0,29.71,Moderate,0.0576
LN103186,2024-09-09,27,84900,15.4,633000,60,11.55,663,12.5,2,1118000,56.6,1,Business,Contract,West,1,13937.21,15,0,0,23.73,Low,0.0245
LN100340,2024-09-10,31,39200,10.0,1400000,36,13.13,721,41.9,1,1775000,78.9,2,Auto,Salaried,North,2,47259.24,0,0,0,28.43,Moderate,0.0383
LN101822,2024-09-10,36,42900,13.3,188000,84,9.03,554,17.4,0,200000,94.0,3,Auto,Salaried,West,0,3027.61,0,0,0,28.55,Moderate,0.0602
LN102826,2024-09-10,49,63200,9.6,440000,84,10.3,717,34.0,0,766000,57.4,2,Personal,Salaried,West,0,7372.91,0,0,0,19.58,Low,0.0136
LN100599,2024-09-10,41,81000,10.9,429000,60,11.4,656,41.0,0,668000,64.2,2,Education,Government,West,1,9413.31,0,0,0,26.56,Moderate,0.0369
LN104487,2024-09-11,33,115400,8.1,511000,72,13.7,780,31.5,0,841000,60.8,1,Auto,Salaried,North,1,10447.62,180,1,1,17.75,Low,0.0077
LN100927,2024-09-11,41,70400,6.3,241000,24,13.16,729,35.9,1,202000,119.3,2,Business,Salaried,West,0,11475.7,0,0,0,27.52,Moderate,0.0479
LN100211,2024-09-11,48,38700,13.6,567000,24,12.04,743,20.9,0,524000,108.2,2,Personal,Salaried,South,1,26701.25,0,0,0,22.33,Low,0.0186
LN102374,2024-09-11,48,81500,12.7,495000,72,10.78,685,36.4,0,656000,75.5,1,Personal,Government,West,0,9366.19,0,0,0,23.57,Low,0.0267
LN101566,2024-09-11,39,132000,13.5,451000,72,10.1,669,29.4,0,793000,56.9,1,Home,Salaried,West,2,8377.91,5,0,0,24.49,Low,0.0221
LN101618,2024-09-12,34,32600,10.0,546000,48,10.77,676,60.3,1,787000,69.4,0,Home,Salaried,South,1,14050.75,0,0,0,31.88,Moderate,0.0773
LN102071,2024-09-12,49,41500,19.4,1811000,24,11.6,676,50.4,1,1396000,129.7,3,Personal,Government,East,2,84912.16,240,1,1,37.6,Moderate,0.1705
LN101236,2024-09-12,53,48000,5.6,227000,36,13.82,712,46.1,1,210000,108.1,1,Home,Salaried,East,1,7738.49,0,0,0,31.0,Moderate,0.0708
LN100664,2024-09-12,32,51400,10.4,590000,24,11.72,787,8.2,0,435000,135.6,0,Personal,Salaried,East,4,27696.26,0,0,0,25.2,Moderate,0.0226
LN103662,2024-09-13,41,95300,2.8,535000,72,11.71,720,11.4,0,603000,88.7,0,Personal,Self-employed,West,1,10378.85,0,0,0,19.7,Low,0.0174
LN100604,2024-09-13,42,79500,7.7,817000,36,13.85,844,23.0,1,603000,135.5,0,Business,Salaried,East,3,27863.64,0,0,0,25.47,Moderate,0.0223
LN104677,2024-09-13,48,139400,9.0,286000,60,8.87,811,44.9,0,195000,146.7,2,Personal,Salaried,East,0,5918.86,0,0,0,25.71,Moderate,0.0383
LN104178,2024-09-13,54,39700,13.9,1120000,48,9.05,660,64.7,1,1747000,64.1,1,Auto,Salaried,West,0,27897.85,0,0,0,31.41,Moderate,0.0758
LN101723,2024-09-14,44,19600,5.8,154000,24,11.0,668,39.0,1,198000,77.8,2,Home,Salaried,North,1,7177.61,15,0,0,28.88,Moderate,0.0506
LN101776,2024-09-14,32,98800,7.2,222000,60,11.46,800,31.1,0,168000,132.1,0,Personal,Salaried,South,1,4877.9,0,0,0,23.74,Low,0.0253
LN102528,2024-09-14,57,31900,2.0,613000,60,8.53,708,44.8,0,678000,90.4,0,Personal,Salaried,West,3,12585.5,0,0,0,30.52,Moderate,0.0714
LN100096,2024-09-14,41,99600,17.9,283000,36,11.24,694,27.8,1,219000,129.2,1,Auto,Salaried,West,0,9297.25,0,0,0,28.74,Moderate,0.0465
LN100256,2024-09-14,49,53300,15.1,364000,36,6.5,718,30.0,0,466000,78.1,0,Auto,Self-employed,Central,1,11156.24,15,0,0,22.46,Low,0.0206
LN102489,2024-09-15,21,95800,8.2,450000,60,11.25,759,34.7,0,570000,78.9,1,Home,Self-employed,Central,1,9840.29,0,0,0,21.31,Low,0.0182
LN104103,2024-09-15,46,126000,8.4,485000,48,11.8,680,44.5,1,759000,63.9,1,Home,Contract,North,1,12724.34,0,0,0,27.96,Moderate,0.0574
LN102835,2024-09-15,35,43800,7.5,221000,72,12.93,625,14.0,0,274000,80.7,1,Auto,Self-employed,South,1,4428.22,0,0,0,24.45,Low,0.0346
LN101150,2024-09-15,29,161200,2.7,540000,48,11.43,628,44.6,0,906000,59.6,1,Auto,Salaried,East,0,14069.61,15,0,0,26.63,Moderate,0.0476
LN102529,2024-09-15,28,24300,2.4,866000,60,15.05,649,20.0,1,1327000,65.3,3,Auto,Salaried,East,1,20624.82,0,0,0,24.84,Low,0.0271
LN102195,2024-09-15,32,75000,4.2,618000,60,13.96,757,41.8,0,1036000,59.7,1,Personal,Self-employed,South,2,14366.97,0,0,0,22.59,Low,0.024
LN104399,2024-09-16,46,88400,17.7,476000,72,10.06,771,42.0,0,754000,63.1,0,Auto,Contract,East,1,8832.71,0,0,0,20.56,Low,0.0155
LN103868,2024-09-16,39,66400,5.4,764000,48,11.05,646,51.6,0,497000,153.7,3,Auto,Government,North,3,19764.54,60,1,0,41.12,Moderate,0.3234
LN102318,2024-09-16,33,77100,12.0,368000,72,11.53,570,26.1,0,286000,128.7,4,Personal,Salaried,Central,2,7104.84,0,0,0,36.25,Moderate,0.1854
LN101011,2024-09-17,40,80500,7.9,167000,36,10.78,677,26.6,1,119000,140.3,2,Personal,Self-employed,East,2,5449.98,0,0,0,33.84,Moderate,0.1368
LN103928,2024-09-17,27,40100,5.3,339000,24,10.61,802,25.2,0,424000,80.0,3,Home,Contract,Central,2,15738.75,0,0,0,18.91,Low,0.0124
LN102111,2024-09-18,37,70300,8.1,308000,84,12.1,727,23.2,0,389000,79.2,2,Home,Salaried,Central,2,5453.53,0,0,0,22.41,Low,0.0162
LN102458,2024-09-19,42,48300,8.2,352000,60,16.19,711,63.9,0,498000,70.7,2,Business,Salaried,South,3,8595.53,0,0,0,32.21,Moderate,0.0836
LN100150,2024-09-19,40,193800,4.8,1261000,60,13.27,723,45.1,0,1795000,70.3,1,Education,Government,South,2,28866.22,0,0,0,26.11,Moderate,0.032
LN102518,2024-09-19,36,20700,8.9,1155000,84,11.9,618,37.8,0,1125000,102.7,0,Business,Salaried,South,1,20327.19,5,0,0,31.78,Moderate,0.1023
LN102530,2024-09-19,42,119100,10.4,159000,48,14.17,850,33.2,0,152000,104.6,2,Home,Salaried,Central,1,4358.48,0,0,0,18.77,Low,0.0087
LN103412,2024-09-19,56,39100,12.2,882000,36,8.77,720,45.6,0,598000,147.5,0,Business,Salaried,East,1,27953.05,0,0,0,32.42,Moderate,0.1032
LN100681,2024-09-19,28,55200,8.8,521000,84,8.84,811,38.5,0,378000,137.8,4,Personal,Salaried,North,1,8340.17,0,0,0,25.21,Moderate,0.0316
LN104437,2024-09-20,36,61700,11.9,244000,60,11.57,720,6.5,0,165000,147.9,1,Personal,Salaried,Central,1,5374.77,0,0,0,24.64,Low,0.0293
LN104961,2024-09-20,29,44600,6.1,547000,48,7.64,684,5.0,0,504000,108.5,0,Auto,Self-employed,Central,1,13261.63,0,0,0,22.3,Low,0.0238
LN103618,2024-09-20,49,90700,5.3,149000,12,10.47,708,34.4,0,179000,83.2,4,Auto,Salaried,West,1,13132.06,5,0,0,24.38,Low,0.0269
LN100949,2024-09-20,40,31700,19.9,230000,84,7.94,822,5.0,1,412000,55.8,2,Home,Salaried,South,1,3577.96,0,0,0,11.73,Low,0.0019
LN104289,2024-09-21,43,99700,11.5,361000,60,13.32,669,23.4,0,495000,72.9,1,Business,Salaried,North,1,8273.12,0,0,0,23.22,Low,0.0227
LN104938,2024-09-21,47,35500,6.9,259000,60,11.45,719,13.4,0,228000,113.6,1,Education,Self-employed,South,0,5689.59,0,0,0,20.98,Low,0.0204
LN101043,2024-09-21,38,54800,6.4,700000,12,9.0,734,44.6,1,928000,75.4,2,Business,Salaried,South,3,61216.03,30,0,0,29.6,Moderate,0.048
LN104987,2024-09-21,39,27700,5.5,1006000,60,6.5,706,24.5,0,1661000,60.6,0,Home,Salaried,Central,1,19683.55,5,0,0,20.25,Low,0.0131
LN102263,2024-09-21,28,124800,5.8,457000,36,10.24,820,41.5,0,587000,77.9,0,Education,Government,West,0,14797.65,0,0,0,17.68,Low,0.0086
LN103344,2024-09-22,29,25000,5.6,192000,12,12.52,817,18.7,1,231000,83.1,1,Home,Salaried,Central,0,17105.71,0,0,0,15.8,Low,0.0054
LN102872,2024-09-22,21,257200,19.3,527000,24,15.17,728,56.6,0,692000,76.2,0,Personal,Contract,North,2,25595.05,20,0,0,28.73,Moderate,0.0632
LN100754,2024-09-22,29,59200,17.2,496000,60,8.43,586,26.5,0,735000,67.5,4,Personal,Salaried,Central,1,10159.47,0,0,0,27.69,Moderate,0.0481
LN100279,2024-09-22,35,67500,6.2,886000,60,11.74,772,13.6,0,904000,98.0,2,Personal,Self-employed,North,0,19592.37,0,0,0,16.65,Low,0.0105
LN100056,2024-09-22,30,91400,1.5,276000,24,8.29,752,12.1,0,482000,57.3,3,Education,Salaried,North,2,12519.27,0,0,0,16.67,Low,0.0064
LN100035,2024-09-22,27,205100,20.3,271000,60,12.98,802,31.6,1,459000,59.0,1,Auto,Salaried,Central,0,6163.31,0,0,0,16.76,Low,0.0051
LN104241,2024-09-22,46,63000,9.0,747000,48,10.57,628,29.3,0,807000,92.6,4,Education,Salaried,East,2,19150.99,15,0,0,30.21,Moderate,0.0646
